DATE,ALLLCBW027SBOG
2007-08-08,44.4096
2007-08-15,44.6201
2007-08-22,44.8132
2007-08-29,44.8917
2007-09-05,44.8815
2007-09-12,45.215
2007-09-19,45.2468
2007-09-26,45.3309
2007-10-03,46.0703
2007-10-10,46.2618
2007-10-17,46.3818
2007-10-24,47.0401
2007-10-31,47.0922
2007-11-07,47.0446
2007-11-14,47.2614
2007-11-21,47.6433
2007-11-28,47.793
2007-12-05,49.558
2007-12-12,50.1002
2007-12-19,50.3518
2007-12-26,50.9426
2008-01-02,52.2283
2008-01-09,54.8456
2008-01-16,55.331
2008-01-23,57.4656
2008-01-30,57.0798
2008-02-06,57.7035
2008-02-13,58.2803
2008-02-20,58.3506
2008-02-27,58.0262
2008-03-05,58.8521
2008-03-12,59.0781
2008-03-19,59.151
2008-03-26,59.1573
2008-04-02,63.0768
2008-04-09,67.8259
2008-04-16,68.0022
2008-04-23,68.8709
2008-04-30,69.0322
2008-05-07,69.3356
2008-05-14,69.3283
2008-05-21,69.0921
2008-05-28,68.9611
2008-06-04,71.1099
2008-06-11,71.5882
2008-06-18,71.4719
2008-06-25,72.6464
2008-07-02,78.3992
2008-07-09,79.5108
2008-07-16,79.5823
2008-07-23,79.9488
2008-07-30,79.453
2008-08-06,80.8086
2008-08-13,81.2386
2008-08-20,81.1824
2008-08-27,81.2604
2008-09-03,83.709
2008-09-10,84.1012
2008-09-17,84.0959
2008-09-24,85.0114
2008-10-01,90.7379
2008-10-08,92.9833
2008-10-15,93.1434
2008-10-22,93.3124
2008-10-29,93.2949
2008-11-05,95.3721
2008-11-12,95.84
2008-11-19,96.0312
2008-11-26,95.5367
2008-12-03,99.3979
2008-12-10,99.1356
2008-12-17,99.6175
2008-12-24,100.0033
2008-12-31,105.5424
2009-01-07,108.57
2009-01-14,109.1151
2009-01-21,109.1578
2009-01-28,108.5232
2009-02-04,112.3173
2009-02-11,111.9762
2009-02-18,111.8537
2009-02-25,111.4445
2009-03-04,116.7133
2009-03-11,117.2063
2009-03-18,117.2902
2009-03-25,118.4016
2009-04-01,121.7438
2009-04-08,123.5367
2009-04-15,123.3308
2009-04-22,123.5496
2009-04-29,124.5055
2009-05-06,128.607
2009-05-13,129.0885
2009-05-20,131.0503
2009-05-27,130.0883
2009-06-03,136.3782
2009-06-10,135.772
2009-06-17,135.1481
2009-06-24,134.6008
2009-07-01,135.1736
2009-07-08,140.4002
2009-07-15,141.2735
2009-07-22,141.191
2009-07-29,140.1812
2009-08-05,144.4314
2009-08-12,144.534
2009-08-19,143.7717
2009-08-26,142.7408
2009-09-02,146.3894
2009-09-09,146.4293
2009-09-16,146.1636
2009-09-23,144.2417
2009-09-30,145.4327
2009-10-07,148.5226
2009-10-14,148.1116
2009-10-21,147.5911
2009-10-28,146.2319
2009-11-04,151.3985
2009-11-11,151.0456
2009-11-18,150.645
2009-11-25,149.6971
2009-12-02,152.1752
2009-12-09,150.9771
2009-12-16,151.4438
2009-12-23,151.4225
2009-12-30,149.0702
2010-01-06,152.1727
2010-01-13,152.3234
2010-01-20,152.2245
2010-01-27,151.1687
2010-02-03,153.2186
2010-02-10,152.1567
2010-02-17,151.9865
2010-02-24,150.6389
2010-03-03,150.9699
2010-03-10,150.0894
2010-03-17,150.1712
2010-03-24,149.5056
2010-03-31,182.4549
2010-04-07,183.8603
2010-04-14,183.8173
2010-04-21,184.1295
2010-04-28,183.3944
2010-05-05,183.1073
2010-05-12,182.8359
2010-05-19,181.9819
2010-05-26,180.9474
2010-06-02,180.1397
2010-06-09,179.7078
2010-06-16,180.0323
2010-06-23,180.2001
2010-06-30,175.6944
2010-07-07,173.3981
2010-07-14,173.0629
2010-07-21,172.5209
2010-07-28,172.3999
2010-08-04,173.1579
2010-08-11,172.745
2010-08-18,172.5204
2010-08-25,172.8334
2010-09-01,172.6418
2010-09-08,171.5785
2010-09-15,171.8354
2010-09-22,171.5134
2010-09-29,170.3017
2010-10-06,166.1954
2010-10-13,165.9653
2010-10-20,165.3029
2010-10-27,164.6208
2010-11-03,164.7311
2010-11-10,164.1366
2010-11-17,163.7866
2010-11-24,163.5321
2010-12-01,161.7685
2010-12-08,160.2365
2010-12-15,161.2015
2010-12-22,160.0458
2010-12-29,159.6015
2011-01-05,158.2075
2011-01-12,158.951
2011-01-19,157.4185
2011-01-26,157.4639
2011-02-02,158.0188
2011-02-09,156.9562
2011-02-16,156.7052
2011-02-23,156.6359
2011-03-02,154.3375
2011-03-09,154.0093
2011-03-16,154.4951
2011-03-23,154.1552
2011-03-30,156.7713
2011-04-06,149.8104
2011-04-13,149.6113
2011-04-20,148.9798
2011-04-27,148.3887
2011-05-04,148.3432
2011-05-11,147.6572
2011-05-18,146.7719
2011-05-25,146.4695
2011-06-01,146.1862
2011-06-08,143.3972
2011-06-15,143.7987
2011-06-22,143.3425
2011-06-29,142.8729
2011-07-06,140.6269
2011-07-13,140.5434
2011-07-20,140.6555
2011-07-27,140.173
2011-08-03,139.7595
2011-08-10,138.9616
2011-08-17,138.9093
2011-08-24,138.9564
2011-08-31,136.8254
2011-09-07,135.886
2011-09-14,136.085
2011-09-21,135.4777
2011-09-28,135.1779
2011-10-05,135.1853
2011-10-12,135.064
2011-10-19,134.5894
2011-10-26,134.3504
2011-11-02,133.4741
2011-11-09,132.897
2011-11-16,132.7015
2011-11-23,132.2779
2011-11-30,132.05
2011-12-07,131.6392
2011-12-14,131.8547
2011-12-21,131.634
2011-12-28,132.3928
2012-01-04,131.7239
2012-01-11,132.0602
2012-01-18,131.732
2012-01-25,131.677
2012-02-01,130.8652
2012-02-08,128.2203
2012-02-15,128.0077
2012-02-22,127.8056
2012-02-29,128.5215
2012-03-07,126.0869
2012-03-14,126.3526
2012-03-21,126.1786
2012-03-28,126.199
2012-04-04,123.2948
2012-04-11,123.4793
2012-04-18,123.1387
2012-04-25,123.4947
2012-05-02,122.5037
2012-05-09,121.5969
2012-05-16,120.963
2012-05-23,120.7543
2012-05-30,119.994
2012-06-06,119.2884
2012-06-13,119.7347
2012-06-20,119.4119
2012-06-27,119.4073
2012-07-04,117.5891
2012-07-11,116.585
2012-07-18,116.3871
2012-07-25,116.5588
2012-08-01,116.2664
2012-08-08,115.4844
2012-08-15,115.5074
2012-08-22,115.3759
2012-08-29,115.1155
2012-09-05,113.7982
2012-09-12,113.7844
2012-09-19,113.411
2012-09-26,113.3221
2012-10-03,110.7257
2012-10-10,110.0232
2012-10-17,109.8225
2012-10-24,109.8985
2012-10-31,108.7285
2012-11-07,108.6483
2012-11-14,108.1638
2012-11-21,107.909
2012-11-28,107.6124
2012-12-05,105.8382
2012-12-12,106.067
2012-12-19,106.0024
2012-12-26,106.3312
2013-01-02,105.1053
2013-01-09,104.5913
2013-01-16,104.6546
2013-01-23,104.8216
2013-01-30,103.9882
2013-02-06,103.8616
2013-02-13,103.6803
2013-02-20,103.4984
2013-02-27,102.9613
2013-03-06,101.7301
2013-03-13,101.8761
2013-03-20,101.7699
2013-03-27,101.5085
2013-04-03,99.8493
2013-04-10,99.8121
2013-04-17,99.5213
2013-04-24,99.7052
2013-05-01,99.2922
2013-05-08,98.455
2013-05-15,98.203
2013-05-22,98.8453
2013-05-29,98.3825
2013-06-05,97.1519
2013-06-12,97.3792
2013-06-19,96.7889
2013-06-26,96.9309
2013-07-03,95.1356
2013-07-10,94.8356
2013-07-17,94.7691
2013-07-24,94.9768
2013-07-31,94.2149
2013-08-07,93.3387
2013-08-14,93.4885
2013-08-21,93.0156
2013-08-28,92.9976
2013-09-04,92.3326
2013-09-11,92.102
2013-09-18,91.809
2013-09-25,91.7419
2013-10-02,89.7041
2013-10-09,89.747
2013-10-16,89.4577
2013-10-23,89.5215
2013-10-30,89.3205
2013-11-06,88.7128
2013-11-13,88.7215
2013-11-20,88.4756
2013-11-27,88.2794
2013-12-04,87.6932
2013-12-11,87.6483
2013-12-18,87.3867
2013-12-25,86.5776
2014-01-01,85.9387
2014-01-08,84.7018
2014-01-15,84.5266
2014-01-22,84.5414
2014-01-29,84.1746
2014-02-05,83.7176
2014-02-12,83.65
2014-02-19,83.614
2014-02-26,83.7021
2014-03-05,82.9923
2014-03-12,83.0549
2014-03-19,83.1224
2014-03-26,82.7156
2014-04-02,81.9947
2014-04-09,81.9793
2014-04-16,81.755
2014-04-23,81.8463
2014-04-30,81.3883
2014-05-07,81.2256
2014-05-14,81.1118
2014-05-21,80.8459
2014-05-28,80.7592
2014-06-04,80.313
2014-06-11,80.0732
2014-06-18,80.1288
2014-06-25,80.1453
2014-07-02,78.9892
2014-07-09,78.717
2014-07-16,78.9281
2014-07-23,78.9527
2014-07-30,79.0386
2014-08-06,78.0723
2014-08-13,78.1144
2014-08-20,77.9212
2014-08-27,77.8292
2014-09-03,77.4798
2014-09-10,77.18
2014-09-17,77.1247
2014-09-24,77.218
2014-10-01,76.8526
2014-10-08,76.3174
2014-10-15,76.3613
2014-10-22,76.3678
2014-10-29,76.4152
2014-11-05,75.6811
2014-11-12,75.6841
2014-11-19,75.5429
2014-11-26,75.4404
2014-12-03,74.5895
2014-12-10,74.3723
2014-12-17,74.3977
2014-12-24,74.4681
2014-12-31,74.3903
2015-01-07,74.2233
2015-01-14,74.139
2015-01-21,74.0947
2015-01-28,74.063
2015-02-04,73.5015
2015-02-11,73.4515
2015-02-18,73.3746
2015-02-25,73.193
2015-03-04,72.9204
2015-03-11,72.7943
2015-03-18,72.5032
2015-03-25,72.4666
2015-04-01,72.6584
2015-04-08,72.4668
2015-04-15,72.2857
2015-04-22,72.2716
2015-04-29,72.2843
2015-05-06,72.0745
2015-05-13,71.9012
2015-05-20,71.6402
2015-05-27,71.6366
2015-06-03,71.3077
2015-06-10,71.1764
2015-06-17,71.2868
2015-06-24,71.2889
2015-07-01,71.3642
2015-07-08,71.2395
2015-07-15,71.3262
2015-07-22,70.9752
2015-07-29,71.6813
2015-08-05,72.3592
2015-08-12,72.3205
2015-08-19,72.2894
2015-08-26,72.0924
2015-09-02,71.6943
2015-09-09,71.5838
2015-09-16,71.5493
2015-09-23,71.4104
2015-09-30,70.9241
2015-10-07,71.3789
2015-10-14,71.343
2015-10-21,71.2628
2015-10-28,71.1995
2015-11-04,71.5622
2015-11-11,71.1324
2015-11-18,71.1269
2015-11-25,71.0617
2015-12-02,70.9627
2015-12-09,71.115
2015-12-16,71.1966
2015-12-23,71.2418
2015-12-30,71.3746
2016-01-06,71.0844
2016-01-13,71.0333
2016-01-20,70.9786
2016-01-27,71.0346
2016-02-03,71.1335
2016-02-10,71.0099
2016-02-17,71.0299
2016-02-24,70.8749
2016-03-02,71.0954
2016-03-09,70.8972
2016-03-16,70.9487
2016-03-23,71.0225
2016-03-30,70.9003
2016-04-06,71.9649
2016-04-13,71.8689
2016-04-20,72.1439
2016-04-27,72.1111
2016-05-04,71.7326
2016-05-11,71.8377
2016-05-18,71.634
2016-05-25,71.569
2016-06-01,71.3235
2016-06-08,71.5604
2016-06-15,71.7328
2016-06-22,71.7438
2016-06-29,71.6272
2016-07-06,72.1112
2016-07-13,72.1369
2016-07-20,72.2325
2016-07-27,72.3061
2016-08-03,72.1443
2016-08-10,72.0139
2016-08-17,71.9647
2016-08-24,72.0469
2016-08-31,71.4599
2016-09-07,71.5469
2016-09-14,71.4839
2016-09-21,71.3863
2016-09-28,71.587
2016-10-05,72.1173
2016-10-12,71.9934
2016-10-19,71.8975
2016-10-26,72.059
2016-11-02,72.1814
2016-11-09,72.0682
2016-11-16,72.098
2016-11-23,72.057
2016-11-30,71.7862
2016-12-07,71.9159
2016-12-14,72.0741
2016-12-21,71.9251
2016-12-28,71.9983
2017-01-04,72.4156
2017-01-11,72.0775
2017-01-18,72.0956
2017-01-25,72.086
2017-02-01,71.8972
2017-02-08,72.0653
2017-02-15,72.0486
2017-02-22,71.881
2017-03-01,71.6746
2017-03-08,71.7067
2017-03-15,71.7156
2017-03-22,71.8528
2017-03-29,72.1929
2017-04-05,71.5792
2017-04-12,71.2387
2017-04-19,71.4201
2017-04-26,71.4222
2017-05-03,71.5633
2017-05-10,71.3953
2017-05-17,71.1412
2017-05-24,71.1759
2017-05-31,70.8124
2017-06-07,70.893
2017-06-14,71.0206
2017-06-21,71.0866
2017-06-28,71.046
2017-07-05,70.9577
2017-07-12,70.9782
2017-07-19,71.0989
2017-07-26,71.2929
2017-08-02,71.3162
2017-08-09,71.1027
2017-08-16,71.0667
2017-08-23,71.0385
2017-08-30,71.0538
2017-09-06,71.0505
2017-09-13,71.0129
2017-09-20,70.8922
2017-09-27,70.8661
2017-10-04,71.5276
2017-10-11,71.6799
2017-10-18,71.607
2017-10-25,71.6318
2017-11-01,71.4463
2017-11-08,71.6629
2017-11-15,71.7396
2017-11-22,71.685
2017-11-29,71.8751
2017-12-06,71.7963
2017-12-13,71.8541
2017-12-20,71.7052
2017-12-27,71.9302
2018-01-03,71.876
2018-01-10,71.5887
2018-01-17,71.705
2018-01-24,71.6336
2018-01-31,71.1831
2018-02-07,71.4275
2018-02-14,71.4022
2018-02-21,71.2296
2018-02-28,70.9753
2018-03-07,70.9532
2018-03-14,70.9977
2018-03-21,71.1098
2018-03-28,71.4192
2018-04-04,70.9033
2018-04-11,70.4853
2018-04-18,70.8012
2018-04-25,70.8421
2018-05-02,71.0076
2018-05-09,70.7302
2018-05-16,70.6419
2018-05-23,70.4493
2018-05-30,70.3212
2018-06-06,70.2822
2018-06-13,70.4078
2018-06-20,70.5006
2018-06-27,71.0458
2018-07-04,70.2008
2018-07-11,70.0927
2018-07-18,70.2412
2018-07-25,69.7811
2018-08-01,69.4736
2018-08-08,69.6299
2018-08-15,69.5372
2018-08-22,69.4584
2018-08-29,69.4291
2018-09-05,69.4858
2018-09-12,69.5773
2018-09-19,69.5075
2018-09-26,69.3707
2018-10-03,69.4925
2018-10-10,69.3721
2018-10-17,69.1811
2018-10-24,69.1672
2018-10-31,69.0267
2018-11-07,69.294
2018-11-14,69.3298
2018-11-21,69.2433
2018-11-28,69.1329
2018-12-05,69.32
2018-12-12,69.361
2018-12-19,69.3813
2018-12-26,69.345
2019-01-02,70.0181
2019-01-09,70.2144
2019-01-16,70.3645
2019-01-23,70.2932
2019-01-30,70.162
2019-02-06,70.2866
2019-02-13,70.1944
2019-02-20,69.9719
2019-02-27,69.8371
2019-03-06,69.7641
2019-03-13,69.7785
2019-03-20,69.7149
2019-03-27,70.1846
2019-04-03,71.0891
2019-04-10,70.3711
2019-04-17,70.6846
2019-04-24,70.9606
2019-05-01,70.5496
2019-05-08,70.7159
2019-05-15,70.49
2019-05-22,70.0587
2019-05-29,69.9751
2019-06-05,70.0665
2019-06-12,70.1863
2019-06-19,70.3266
2019-06-26,70.5148
2019-07-03,70.2967
2019-07-10,70.1258
2019-07-17,70.3712
2019-07-24,70.5017
2019-07-31,70.1952
2019-08-07,70.3083
2019-08-14,70.1755
2019-08-21,69.957
2019-08-28,69.9076
2019-09-04,70.2161
2019-09-11,70.082
2019-09-18,69.8913
2019-09-25,69.8513
2019-10-02,70.397
2019-10-09,70.6359
2019-10-16,70.4301
2019-10-23,70.3944
2019-10-30,70.1642
2019-11-06,70.5103
2019-11-13,70.4539
2019-11-20,70.3164
2019-11-27,69.9396
2019-12-04,70.3133
2019-12-11,68.8029
2019-12-18,68.692
2019-12-25,68.4348
2020-01-01,68.5217
2020-01-08,70.6619
2020-01-15,69.6869
2020-01-22,69.5875
2020-01-29,70.0241
2020-02-05,70.2968
2020-02-12,70.1696
2020-02-19,70.2096
2020-02-26,70.0614
2020-03-04,70.294
2020-03-11,70.0502
2020-03-18,70.1337
2020-03-25,70.7389
2020-04-01,80.4722
2020-04-08,93.2413
2020-04-15,95.2298
2020-04-22,95.4359
2020-04-29,95.5277
2020-05-06,117.799
2020-05-13,117.532
2020-05-20,116.8983
2020-05-27,116.9771
2020-06-03,120.7667
2020-06-10,120.8309
2020-06-17,121.1861
2020-06-24,122.8195
2020-07-01,139.6515
2020-07-08,147.5813
2020-07-15,148.8574
2020-07-22,149.2157
2020-07-29,149.4653
2020-08-05,149.2476
2020-08-12,148.8738
2020-08-19,148.3388
2020-08-26,148.5138
2020-09-02,149.343
2020-09-09,149.1155
2020-09-16,149.0063
2020-09-23,148.9103
2020-09-30,148.0841
2020-10-07,147.3007
2020-10-14,147.1322
2020-10-21,147.1508
2020-10-28,147.1558
2020-11-04,147.2062
2020-11-11,146.6459
2020-11-18,146.2988
2020-11-25,146.3132
2020-12-02,145.9342
2020-12-09,145.6512
2020-12-16,145.9078
2020-12-23,145.3448
2020-12-30,145.6349
2021-01-06,145.8332
2021-01-13,145.631
2021-01-20,145.7945
2021-01-27,145.5747
2021-02-03,145.1342
2021-02-10,144.5596
2021-02-17,144.2327
2021-02-24,143.8709
2021-03-03,142.7888
2021-03-10,142.0542
2021-03-17,142.359
2021-03-24,142.9597
2021-03-31,133.7087
2021-04-07,127.2094
2021-04-14,127.2427
2021-04-21,127.7567
2021-04-28,127.9732
2021-05-05,126.8872
2021-05-12,126.6623
2021-05-19,126.147
2021-05-26,126.3266
2021-06-02,124.522
2021-06-09,124.3867
2021-06-16,124.8494
2021-06-23,125.6887
2021-06-30,117.2944
2021-07-07,112.9772
2021-07-14,113.8127
2021-07-21,113.8537
2021-07-28,114.2849
2021-08-04,112.9334
2021-08-11,112.5638
2021-08-18,112.1481
2021-08-25,112.3862
2021-09-01,111.9468
2021-09-08,111.4165
2021-09-15,111.4836
2021-09-22,111.6367
2021-09-29,111.2553
2021-10-06,105.8831
2021-10-13,105.7737
2021-10-20,105.6007
2021-10-27,105.7016
2021-11-03,105.3223
2021-11-10,105.352
2021-11-17,105.385
2021-11-24,105.1722
2021-12-01,104.8334
2021-12-08,104.6497
2021-12-15,104.9604
2021-12-22,104.5421
2021-12-29,104.6754
2022-01-05,101.1426
2022-01-12,100.9567
2022-01-19,101.0514
2022-01-26,100.8695
2022-02-02,100.5701
2022-02-09,100.2841
2022-02-16,100.2226
2022-02-23,100.0867
2022-03-02,99.5289
2022-03-09,99.2017
2022-03-16,99.4241
2022-03-23,99.8327
2022-03-30,100.9761
2022-04-06,98.3215
2022-04-13,98.0162
2022-04-20,98.4822
2022-04-27,98.5976
2022-05-04,98.6074
2022-05-11,98.2578
2022-05-18,98.0144
2022-05-25,98.046
2022-06-01,97.8366
2022-06-08,97.7316
2022-06-15,98.1549
2022-06-22,98.7188
2022-06-29,99.3024
2022-07-06,100.625
2022-07-13,101.3456
2022-07-20,101.5571
2022-07-27,101.8556
2022-08-03,101.5592
2022-08-10,101.1533
2022-08-17,100.927
2022-08-24,100.8257
2022-08-31,100.4151
2022-09-07,100.7559
2022-09-14,100.8113
2022-09-21,100.943
2022-09-28,100.9325
2022-10-05,104.6497
2022-10-12,105.1999
2022-10-19,105.0357
2022-10-26,105.1273
2022-11-02,105.1305
2022-11-09,104.9685
2022-11-16,104.856
2022-11-23,104.8792
2022-11-30,104.7421
2022-12-07,105.4522
2022-12-14,105.7491
2022-12-21,105.7354
2022-12-28,106.5973
2023-01-04,110.205
2023-01-11,110.9924
2023-01-18,111.2089
2023-01-25,110.7035
2023-02-01,109.9957
2023-02-08,109.4208
